,0,1,zero
0,0.25,0.9212735491824334,
1,0.26,0.9069508678257368,
2,0.27,0.7256713732938158,
3,0.28,0.8433332420829861,
4,0.29000000000000004,0.7389931246954202,
5,0.30000000000000004,0.7470025208094546,
6,0.31000000000000005,0.6582279302374212,
7,0.32000000000000006,0.7130960136028109,
8,0.33000000000000007,0.6548173629206433,
9,0.3400000000000001,0.6505078596733838,
10,0.3500000000000001,0.6771834923609741,
11,0.3600000000000001,0.6415241286568323,
12,0.3700000000000001,0.581096931257207,
13,0.3800000000000001,0.634774175653619,
14,0.3900000000000001,0.6753029518744569,
15,0.40000000000000013,0.6488548039308693,
16,0.41000000000000014,0.6414237752138577,
17,0.42000000000000015,0.7364064445179515,
18,0.43000000000000016,0.686864985279177,
19,0.44000000000000017,0.6981203488960122,
20,0.4500000000000002,0.7184189543848885,
21,0.4600000000000002,0.6515880016340585,
22,0.4700000000000002,0.6728617935252973,
23,0.4800000000000002,0.764615301370985,
24,0.4900000000000002,0.7934064939560016,
25,0.5000000000000002,0.7981248991781864,
26,0.5100000000000002,0.7685369141699752,
27,0.5200000000000002,0.7973702659028171,
28,0.5300000000000002,0.8592492696681491,
29,0.5400000000000003,0.8423858131236805,
30,0.5500000000000003,0.9115108238655029,
